reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound
DM,1,"Works as expected and it was fast, I am hoping this survived being attached to the item it was bought for as it has met its end flying into a concrete wall - the android tablet it was attached to was suicidal oh well - would recommend to anyone - have fun..",2013-09-15,449,0,0,0,0,0.0,0.0
Hunter Byron,1,Its a good price and have never had any issues with the card deciding to stop recording. I have used it in a Hero3 and 3+ always recording in 1080p at 60fps.,2013-11-18,385,0,0,0,0,0.0,0.0
"Dave ""Sonic""",1,"Great card, great price...can't really beat SanDisk. The brand has never let me down and is well built.  I use this on a Mobius Action Camera and it works wonders.  It also has worked well on my GoPro Hero3+ Silver.",2014-10-07,62,0,0,0,0,0.0,0.0
"Javier Sanchez ""javoec""",1,"What else can I say... this SanDisk 32 GB class 10 works like a charm in my Galaxy SII i9100 (unlocked). If you're upgrading from an old smaller microSD card, I did this:1. Create a .img file of the old microSD with HDD Raw Copy Tool (freeware)2. Recover the saved .img file in the new microSD card with HDD Raw Copy Tool* Since the old microSD had only 8 GB, the new microSD card will have only 8 GB D:3. Install Minitool Partition wizard (freeware) and choose the new microSD.4. Choose the Move/Resize option.5. Drag the space to the full size of the new microSD card6. Don't forget to Apply7. Put the microSD in your phone and there you go all your stuff and apps saved to the microSD working.",2013-10-26,408,0,0,0,0,0.0,0.0
charlie merrill,1,I use this in my Galaxy Tab 3 It is great and I have not had any issues with it.,2014-05-15,207,0,0,0,0,0.0,0.0
"GChicago (International Man of Intrigue) ""&#3...",1,"This is one of the better reviewed SDHC Class 10 cards that utilized UHS. By reading the reviews you will see that it reads/writes at a better speed than many or most cards out there right now. Much depends on your phone, how your phone's OS stores information on a card and what's inside your device. For MOST of us; you probably will not notice anything different between this card and any other GOOD quality card out there. I usually pick the fastest cards on the market when the prices drop. The main problem, speed related is when you transfer large amounts of data (usually music) onto any card. If you use a standard USB 2 connection this card won't speed that process up. If you use a USB 3 or if you actually put this card into a USB 3 reader to do the transfer; then you'll see a nice boost. If your device requires a card that the product can UTILIZE and has the OS and chipset to take advantage of this FAST card; it's a no brainer. If your device is older, if you just like storing music; then you can find a cheaper good quality card. If you find this at a good price no matter what you have... BUY IT",2013-10-31,403,1,0,1,1,1.0,0.2065493143772374
Texas Bill,1,Can't go wrong with this item.  Have purchased none other than SanDisk for use with my dash camera.,2014-11-07,31,0,0,0,0,0.0,0.0
Francisco Ortiz,1,"use it on my phone and have some apps installed don it and the speed is great, havent had any issues with the brand before and noe still today!!!",2013-08-28,467,0,0,0,0,0.0,0.0
Sarkis Aktavoukian,1,"Purchased this for the GoPro Hero 3.I use the GoPro to record in-car footage at the track. this memory card fits a whole weekend event, which is about four hours of footage at 720p.",2013-08-12,483,0,0,0,0,0.0,0.0
GTard,1,Great write speed and lots of space! I bought this for my Galaxy S3 and formatted to Fat32 and it works great!,2013-03-19,629,0,0,0,0,0.0,0.0
Jig,1,"This card works great, it has lots of space and great transfer speeds.  It shipped quickly and the package was in great shape.",2014-01-28,314,0,0,0,0,0.0,0.0
Michelle Carey,1,"I haven't had any problems with this card.  I use it with my Galaxy S3.  The transfer speeds have been quite fast and I didn't have to format the card.  Between this card and my Dropbox, I don't ever foresee me running out of space.",2012-09-22,807,0,0,0,0,0.0,0.0
"mac ""TehAsian""",1,"This chip replaces my previously fried out offbrand microSD.  So far it has performed flawlessly.  If it fails, I will update the review.  I have a Droid RAZR M smartphone.",2014-01-29,313,0,0,0,0,0.0,0.0
"William C. Leigh III ""Cole""",1,amazing storage and speed! what more could u want! its almsot cheaper then buying the full sized sd card z,2012-12-12,726,0,0,0,0,0.0,0.0
Cherelle,1,"We always come straight to Amazon for our memory card needs, and SanDisk is one of the reliable names in this category.  Lots of usable memory for minimum cost outlay so there is no downside to this product. Max out storage on your compatible devices!",2014-05-04,218,0,0,0,0,0.0,0.0
aon,1,"This memory is very fast, perfect for phones, very good product I give it 5 stars and recommend it for all types of use ...",2013-10-15,419,0,0,0,0,0.0,0.0
Robert S.,1,"I got this for my camera to use when I know I need to shoot JPEG+RAW.  It keeps up no problem with 1080p/60 as well.  Unless I'm trying, I don't really feel the limits of this MicroSD card.",2012-11-26,742,0,0,0,0,0.0,0.0
Bruce,1,"I bought this an formatted it to FAT32 so I can use it in a devices that say they only allow 32GB card.  To do this you must find a program that will format card above 32GB into FAT32.  Windows will not format anything 32GB and higher in FAT32, so try this site for a program to do it in:  [...]",2013-08-03,492,0,0,0,0,0.0,0.0
dustin owen,1,"It's a memory card. It holds info. 62Gigs. Can't say more. Lower cost would be good, but it works just as it should.",2013-05-22,565,0,0,0,0,0.0,0.0
Jaxjww,1,"This is a class 10 adapter, and it lives up to its billing! I currently use it in my Android phone.",2013-02-18,658,0,0,0,0,0.0,0.0
J. Morse,1,"When I opened the micro disc and adapter I did't know what to do with them. I went to UTube on installing them, and all became clear. The micro fits into the top of the adapter and then the whole thing fits into my camera. Very neat and high powered.",2013-09-09,455,0,0,0,0,0.0,0.0
JRLittle,1,"SanDisk is always reliable, and I have always been satisfied with their products.  I know what I am getting when I purchase products from them.",2013-12-25,348,0,0,0,0,0.0,0.0
Jody S,1,"Maximize your storage now with this product. Installed easily, even for tablet new-bees. The tablet recognized it-no problem. And I'm pretty techno challenged, but have used it for picture storage and successful transferring data from the device.",2013-05-17,570,0,0,0,0,0.0,0.0
whobody,1,I've seen some reviews of Micro SD media that complains about it working for only a certain number of re-writes before it fails. I've been using these SD cards in dash cameras for the last 6 months and they are still working great!,2013-12-16,357,0,0,0,0,0.0,0.0
Hunter #1,1,"Top performance!  Have always had good luck with SanDisk, so based on my past experience with the &#34;name-brand&#34; I saw no reason to be hesitant!Past experience paid off!  Happy with my purchase!",2013-09-05,459,0,0,0,0,0.0,0.0
MLM,1,I bought this for my Samsung S4 Acitve. It fit perfectly and I have had no problems with it. The price was really reasonable for the size of GB you get.,2014-01-31,311,0,0,0,0,0.0,0.0
"Robert J. Dompe ""Dr. Bob""",1,A sweet spot for MicroSDHC's.  Added a nice bump in memory for my Nokia Lumia 822.  Arrived on time and is being used as I write this comment.,2013-04-25,592,0,0,0,0,0.0,0.0
"FuntimeGrandpa ""FuntimeGrandpa""",1,"Not too much to say about the card, other than it works well in my Samsung Galaxy S4.  The price was great for such large storage and I believe you will be very happy with your purchase.",2014-11-01,37,0,0,0,0,0.0,0.0
Victoria D.,1,Great little micro sd card!  The 64 GB of storage is awesome.  Very dependable brand.  I have this brand  for other devices and always works like a charm!,2014-11-03,35,0,0,0,0,0.0,0.0
"E. Munson ""Erik""",1,I use this in my surface RT to store movies etc for the kids and be sure that it wont be tampered with,2013-05-20,567,0,0,0,0,0.0,0.0
Jen,1,"64GB... I'm set for I don't know how long. I bought one for my Note 8 and my S3. I've loaded tons of pics and music and still have more than enough space to last me for a long, long, long time.Thank you Samsung for having your new devices able to read 64GB microSD cards.",2013-01-05,702,0,0,0,0,0.0,0.0
Jerry Dexter,1,It is all you can expected for a 32GB SD card. I never tested the read/write speed but it never had a problem for music and videos.,2013-08-22,473,0,0,0,0,0.0,0.0
Lee S. Cromwell,1,"Works great in my BlackBerry Z10. Holds all I need and it is fast. I really wish there was more to say, but I can't think of Anything. No cons.",2014-05-29,193,0,0,0,0,0.0,0.0
G M Howard Financial,1,This is a wonderful product.  I have over 100 movies on my phone not including audio.  And I still have 30gb left.  This is absolutely wonderful.,2013-01-23,684,0,0,0,0,0.0,0.0
Mr. Paul E. Boulet,1,no problem with setup on this.  Instructions were clear.  Quality of chip is high and I expect to get many years of service life from it.  When I'm finished with it I think I can use it with that jar of onion/sour cream dip I bought in 1985,2014-03-05,278,0,0,0,0,0.0,0.0
"R. Robb ""occassional techy""",1,"storage size, fast read/write speed, great price (almost half that of a certain popular brick & mortar store).  I use this in my Samsung Galaxy Tab 2 7.0 and I'm glad I chose it.  I would def recommend it to anyone looking for microSD storage.",2013-06-02,554,0,0,0,0,0.0,0.0
"Daniel Rivero "".:DRH:.""",1,"I bought two of these for my laptop and my camera and they're working great so far, good speed. 100% happy with this purchase.",2012-12-29,709,0,0,0,0,0.0,0.0
"M.D.C ""M.H.Truth""",1,I paid less than $60 shipped to my door. Had it for 2mth and have had no problems after formatting it to FAT32... and its as fast as my internal  memory in my note 2.,2013-01-21,686,0,0,0,0,0.0,0.0
Jamielee,1,Got this to go in my daughters Microsoft Surface RT and it is doing great! She loaded a movie on it and is happy her device has some extra memory :-),2013-12-31,342,0,0,0,0,0.0,0.0
Michael A. Planer,1,"It is hard to believe that 64gb is now the same size as your pinky finger nail.  No complaints, I use it in my LG phone and its plenty fast enough for anything",2014-02-01,310,0,0,0,0,0.0,0.0
Patrick Vu,1,"I've had this for about a week now and so far no problems. Due to my laziness, I didn't do a lot of research beforehand and didn't find out about the problem these cards had with the Galaxy S4, which is the phone I have, until after I had bought the card (apparently the cards kept unmounting themselves, even if you remounted it in the settings). Fortunately, SanDisk caught wind of the problem a couple months ago and fixed it, so kudos to them.",2013-11-12,391,0,0,0,0,0.0,0.0
